tags,status,list_date,open_houses,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,list_price,property_id,flags.is_new_construction,flags.is_for_rent,flags.is_subdivision,flags.is_contingent,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_plan,flags.is_coming_soon,flags.is_new_listing,listing_id,price_reduced_amount,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line
"['central_air', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'open_floor_plan', 'floor_plan']",sold,2023-08-25T21:29:00.000000Z,,1910.0,,2023-12-28,280000.0,1.0,,1.0,2000.0,1280.0,2.0,,,1.0,2.0,3.0,single_family,269000.0,5506403780.0,,,,,False,,,,,False,2959100826.0,15500.0,8638.0,New Jersey,-74.747475,40.23888,Trenton,NJ,710 Spruce St
"['central_air', 'forced_air', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'fenced_yard', 'front_porch', 'groundscare']",sold,2023-10-12T23:52:28.000000Z,,1958.0,,2023-12-27,465000.0,1.0,,1.0,7701.0,1616.0,2.0,,,,3.0,3.0,single_family,459900.0,6411583038.0,,,,,,,,,,False,2960507204.0,,8610.0,New Jersey,-74.691609,40.199369,Hamilton,NJ,22 Kerr Dr
"['disability_features', 'basement', 'investment_opportunity']",sold,2023-10-18T17:12:55.000000Z,,1886.0,,2023-12-27,210000.0,,,,2484.0,2572.0,,,,,,4.0,multi_family,239000.0,9487351820.0,,,,,,,,,,False,2960655606.0,,8609.0,New Jersey,-74.751778,40.214935,Trenton,NJ,270 Hamilton Ave
"['forced_air', 'basement', 'two_or_more_stories', 'shopping']",sold,2023-09-13T00:09:12.000000Z,,1914.0,,2023-12-22,140000.0,1.0,,,1412.0,1101.0,1.0,,,,2.0,3.0,single_family,140000.0,5323600147.0,,,,,,,,,,False,2959611114.0,,8618.0,New Jersey,-74.762507,40.232703,Trenton,NJ,643 N Willow St
"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'gourmet_kitchen', 'wooded_land', 'ensuite', 'park', 'playground', 'trails', 'medicalcare', 'shopping']",sold,2023-09-07T03:57:33.000000Z,,2015.0,,2023-12-22,400000.0,2.0,,1.0,,1746.0,3.0,condo,,1.0,2.0,3.0,condos,400000.0,6033829304.0,,,,,,,,,,False,2959434870.0,,8619.0,New Jersey,-74.706671,40.212297,Hamilton,NJ,37 Ventana Ct
"['central_air', 'dining_room', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'ensuite', 'trails', 'lake', 'shopping']",sold,2023-08-16T13:55:53.000000Z,,2002.0,,2023-12-22,685000.0,2.0,,1.0,0.0,2116.0,3.0,townhouse,,1.0,2.0,3.0,townhomes,685000.0,5351747489.0,,,,,,,,,,False,2958757507.0,,8691.0,New Jersey,-74.630867,40.224963,Robbinsville,NJ,
"['community_outdoor_space', 'forced_air', 'hardwood_floors', 'basement', 'private_backyard']",sold,2023-10-18T22:18:02.000000Z,,1887.0,,2023-12-22,200000.0,1.0,,1.0,2614.0,1222.0,2.0,,,,,3.0,single_family,185000.0,5807760862.0,,,,,,,,,,False,2960669794.0,,8618.0,New Jersey,-74.770671,40.226058,Trenton,NJ,94 Bellevue Ave
"['disability_features', 'garage_1_or_more', 'garage_2_or_more', 'basement', 'two_or_more_stories', 'granite_kitchen', 'updated_kitchen', 'high_ceiling', 'rental_property', 'new_roof']",sold,2023-08-21T15:56:44.000000Z,,1900.0,,2023-12-22,359000.0,,,,,2349.0,,,,2.0,,6.0,multi_family,307000.0,5923209375.0,,,,,,,,,,False,2958900506.0,,8611.0,New Jersey,-74.74731,40.205608,Trenton,NJ,971 S Broad St
"['forced_air', 'basement', 'two_or_more_stories', 'granite_kitchen', 'updated_kitchen', 'big_yard', 'rental_property']",sold,2023-08-06T04:54:29.000000Z,,1925.0,,2023-12-21,295000.0,1.0,,,2461.0,1380.0,1.0,townhouse,,,3.0,4.0,townhomes,279900.0,5850675484.0,,,,,,,,,,False,2958423069.0,,8629.0,New Jersey,-74.727233,40.224596,Trenton,NJ,473 Lynwood Ave
"['central_air', 'dining_room', 'disability_features', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'views']",sold,2023-10-04T21:18:08.000000Z,,2005.0,,2023-12-21,400000.0,3.0,,1.0,,,4.0,condo,,2.0,3.0,4.0,condos,375000.0,5451913604.0,,,,,,,,,,False,2960254305.0,,8611.0,New Jersey,-74.761574,40.217859,Trenton,NJ,51 Livingston St
"['basement', 'two_or_more_stories', 'rental_property', 'investment_opportunity']",sold,2023-09-08T12:50:48.000000Z,,,,2023-12-21,297000.0,2.0,,,,,2.0,,,,2.0,5.0,multi_family,250000.0,5328654220.0,,,,,,,,,,False,2959483565.0,,8618.0,New Jersey,-74.764465,40.230227,Trenton,NJ,46 New Rose St
"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch', 'fixer_upper']",sold,2023-11-14T01:03:13.000000Z,,1896.0,,2023-12-20,250000.0,2.0,,,4199.0,1904.0,2.0,,,2.0,3.0,4.0,single_family,250000.0,6011221536.0,,,,,,,,,,False,2961608841.0,,8629.0,New Jersey,-74.738061,40.215636,Trenton,NJ,891 Revere Ave
"['forced_air', 'basement', 'rental_property', 'investment_opportunity']",sold,2023-04-17T16:31:57.000000Z,,1892.0,,2023-12-18,221000.0,,,,2601.0,2745.0,,,,,,4.0,multi_family,225000.0,6303057429.0,,,,,,,,,,False,2954654823.0,,8618.0,New Jersey,-74.779889,40.227434,Trenton,NJ,490 W State St
"['basement', 'two_or_more_stories', 'big_bathroom']",sold,2023-10-16T04:13:54.000000Z,,1910.0,,2023-12-18,220000.0,2.0,,,1612.0,1358.0,2.0,townhouse,,,3.0,4.0,townhomes,230000.0,5157172037.0,,,,,,,,,,False,2960577546.0,,8611.0,New Jersey,-74.748668,40.204528,Trenton,NJ,225 Grand St
"['community_outdoor_space', 'basement', 'two_or_more_stories', 'fenced_yard', 'high_ceiling', 'investment_opportunity', 'new_roof', 'fixer_upper']",sold,2023-11-27T09:50:47.000000Z,,1897.0,,2023-12-18,153000.0,1.0,,,2178.0,1376.0,1.0,,,,3.0,3.0,single_family,140000.0,6996083937.0,,,,,,,,,,False,2961974384.0,,8611.0,New Jersey,-74.742237,40.205261,Trenton,NJ,1317 S Clinton Ave
"['forced_air', 'basement', 'two_or_more_stories', 'rental_property']",sold,2023-11-14T23:43:14.000000Z,,1891.0,,2023-12-16,120000.0,1.0,,1.0,1455.0,1320.0,2.0,townhouse,,,2.0,3.0,townhomes,120000.0,6976490367.0,,,,,False,,,,,False,2961677623.0,5000.0,8638.0,New Jersey,-74.749745,40.22803,Trenton,NJ,36 Tyrell Ave
"['forced_air', 'basement', 'two_or_more_stories']",sold,2023-11-21T01:55:56.000000Z,,1887.0,,2023-12-15,147000.0,1.0,,,1250.0,1128.0,1.0,townhouse,,,3.0,2.0,townhomes,147000.0,6031021123.0,,,,,,,,,,False,2961875094.0,,8618.0,New Jersey,-74.762017,40.23182,Trenton,NJ,21 Trent Ave
"['washer_dryer', 'basement', 'two_or_more_stories', 'private_backyard', 'rental_property', 'shopping']",sold,2023-06-23T19:40:15.000000Z,,2001.0,,2023-12-14,200000.0,1.0,,,2100.0,1296.0,1.0,townhouse,,,2.0,3.0,townhomes,209900.0,5436736919.0,,,,,False,,,,,False,2957026401.0,5100.0,8638.0,New Jersey,-74.750994,40.228146,Trenton,NJ,308 N Clinton Ave
"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'new_roof']",sold,2023-11-03T15:07:31.000000Z,,1961.0,,2023-12-13,345000.0,1.0,,1.0,5998.0,1064.0,2.0,,,1.0,2.0,2.0,single_family,325000.0,6407702122.0,,,,,,,,,,False,2961330663.0,,8620.0,New Jersey,-74.678456,40.18926,Hamilton,NJ,6 Hastings Rd
"['forced_air', 'washer_dryer', 'basement', 'two_or_more_stories']",sold,2023-10-16T04:13:54.000000Z,,1925.0,,2023-12-12,106000.0,1.0,,,1925.0,840.0,1.0,townhouse,,,2.0,3.0,townhomes,96000.0,6659718392.0,,,,,,,,,,False,2960577569.0,,8609.0,New Jersey,-74.742582,40.223132,Trenton,NJ,338 Tioga St
"['central_air', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'cathedral_ceiling', 'new_roof', 'shopping']",sold,2023-10-08T04:12:19.000000Z,,2004.0,,2023-12-12,762000.0,2.0,,1.0,3615.0,2608.0,3.0,townhouse,,1.0,2.0,5.0,townhomes,699000.0,5005709764.0,,,,,,,,,,False,2960360832.0,,8691.0,New Jersey,-74.625743,40.220715,Robbinsville,NJ,134 Burnet Cres
"['community_outdoor_space', 'dining_room', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'modern_kitchen', 'open_kitchen', 'investment_opportunity', 'new_roof']",sold,2022-05-07T02:54:14.000000Z,,1932.0,,2023-12-11,275000.0,2.0,,1.0,3920.0,1960.0,3.0,,,2.0,2.0,5.0,multi_family,295000.0,9815633782.0,,,,,False,,,,,False,2942843875.0,15000.0,8618.0,New Jersey,,,Trenton,NJ,848 Calhoun Unit 3
,sold,2023-09-08T19:14:12.000000Z,,,,2023-12-11,90000.0,,,,4291.0,,0.0,,,,,,land,99000.0,9002148455.0,,,,,,,,,,False,2959504006.0,,8618.0,New Jersey,-74.783066,40.225716,Trenton,NJ,474 Riverside Ave
"['dishwasher', 'washer_dryer', 'basement', 'two_or_more_stories', 'efficient', 'new_roof', 'clubhouse', 'golf_course', 'shopping']",sold,2023-08-15T12:19:33.000000Z,,1929.0,,2023-12-08,300000.0,1.0,,1.0,3960.0,1496.0,2.0,,,,2.0,3.0,single_family,285000.0,5406788767.0,,,,,,,,,,False,2958671580.0,,8618.0,New Jersey,-74.81045,40.241187,Trenton,NJ,66 Abernethy Dr
"['central_air', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'shopping']",sold,2023-09-18T21:09:14.000000Z,,1992.0,,2023-12-08,497000.0,2.0,,,12000.0,1680.0,2.0,,,1.0,2.0,5.0,single_family,490000.0,6273943281.0,,,,,False,,,,,False,2959779127.0,9999.0,8620.0,New Jersey,-74.667273,40.172509,Hamilton,NJ,7 Zelley Ave
"['dining_room', 'dishwasher', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'shopping']",sold,2023-09-22T14:15:40.000000Z,,1920.0,,2023-12-07,220000.0,1.0,,,2000.0,,1.0,townhouse,,,2.0,3.0,duplex_triplex,213000.0,5987805225.0,,,,,,,,,,False,2959901317.0,,8629.0,New Jersey,-74.737875,40.216277,Trenton,NJ,862 Revere Ave
"['basement', 'two_or_more_stories', 'rental_property']",sold,2023-08-12T20:47:25.000000Z,,1945.0,,2023-12-07,245000.0,1.0,,1.0,2750.0,1826.0,2.0,townhouse,,,2.0,3.0,townhomes,225000.0,9397126766.0,,,,,False,,,,,False,2958624918.0,20000.0,8618.0,New Jersey,-74.771446,40.230026,Trenton,NJ,370-372 Reservoir St
"['basement', 'two_or_more_stories', 'front_porch']",sold,2023-10-17T21:23:55.000000Z,,1970.0,,2024-01-10,145000.0,1.0,,,1800.0,,1.0,townhouse,,,3.0,3.0,townhomes,135000.0,6309755485.0,,,,,,,,,,False,2960632963.0,,8609.0,New Jersey,-74.756829,40.222693,Trenton,NJ,56 Carroll St
"['forced_air', 'basement', 'two_or_more_stories', 'fixer_upper']",sold,2023-11-10T16:48:20.000000Z,,1920.0,,2024-01-09,142000.0,1.0,,,1307.0,1158.0,1.0,townhouse,,,2.0,3.0,townhomes,129900.0,5962540842.0,,,,,,,,,,False,2961528001.0,,8609.0,New Jersey,-74.731259,40.233187,Hamilton,NJ,1129 Nottingham Way
"['basement', 'two_or_more_stories', 'granite_kitchen', 'updated_kitchen', 'shopping']",sold,2023-07-02T14:35:14.000000Z,,1912.0,,2024-01-05,220000.0,1.0,,1.0,1799.0,1632.0,2.0,townhouse,,,3.0,4.0,townhomes,229900.0,6977272952.0,,,,,False,,,,,False,2957324145.0,9100.0,8618.0,New Jersey,-74.78191,40.236233,Trenton,NJ,228 Highland Ave
"['central_heat', 'basement', 'two_or_more_stories']",sold,2024-01-05T22:12:23.000000Z,,1902.0,,2024-01-04,188000.0,1.0,,1.0,3241.0,2016.0,2.0,townhouse,,,3.0,4.0,townhomes,188000.0,5602906827.0,,,,,,,,,,False,2962976800.0,,8610.0,New Jersey,-74.722516,40.195164,Trenton,NJ,2311 S Broad St
"['forced_air', 'basement', 'two_or_more_stories', 'front_porch', 'rental_property']",sold,2023-09-27T04:14:33.000000Z,,1900.0,,2024-01-04,285000.0,2.0,,,2100.0,1481.0,2.0,townhouse,,,2.0,3.0,townhomes,289000.0,6513375738.0,,,,,,,,,,False,2960019097.0,,8629.0,New Jersey,-74.735828,40.210819,Hamilton,NJ,1403 Liberty St
,sold,2024-01-05T22:12:23.000000Z,,1876.0,,2024-01-02,150000.0,,,,1442.0,1902.0,,,,,,4.0,multi_family,150000.0,5592699108.0,,,,,,,,,,False,2962976799.0,,8618.0,New Jersey,-74.774393,40.224735,Trenton,NJ,138 Passaic St
,sold,2024-01-05T22:12:23.000000Z,,1876.0,,2024-01-02,150000.0,,,,1442.0,1749.0,,,,,,4.0,multi_family,150000.0,5323103981.0,,,,,,,,,,False,2962976801.0,,8618.0,New Jersey,-74.774446,40.224752,Trenton,NJ,140 Passaic St
"['forced_air', 'basement', 'two_or_more_stories', 'investment_opportunity']",sold,2023-07-25T19:21:35.000000Z,,1896.0,,2024-01-01,105000.0,1.0,,,1612.0,1641.0,1.0,townhouse,,,3.0,5.0,townhomes,95000.0,6583397741.0,,,,,,,,,,False,2958024736.0,,8609.0,New Jersey,-74.744876,40.222915,Trenton,NJ,274 Walnut Ave
"['basement', 'two_or_more_stories']",sold,2023-09-25T15:36:03.000000Z,,1910.0,,2023-12-29,150000.0,1.0,,,1530.0,1269.0,1.0,townhouse,,,3.0,4.0,townhomes,140000.0,6290125108.0,,,,,,,,,,False,2959965068.0,,8611.0,New Jersey,-74.749635,40.203251,Trenton,NJ,9 Randall Ave
"['basement', 'two_or_more_stories', 'updated_kitchen', 'floor_plan']",sold,2023-10-13T17:09:33.000000Z,,1930.0,,2023-12-29,275000.0,1.0,,,3001.0,1402.0,1.0,,,,2.0,3.0,single_family,269000.0,5911426490.0,,,,,,,,,,False,2960530152.0,,8610.0,New Jersey,-74.734716,40.198783,Hamilton,NJ,50 Annabelle Ave
"['basement', 'two_or_more_stories', 'garage_1_or_more']",sold,2023-09-29T22:58:20.000000Z,,1907.0,,2023-12-29,200000.0,1.0,,1.0,3877.0,1963.0,2.0,townhouse,,,3.0,5.0,townhomes,199000.0,5120139137.0,,,,,False,,,,,False,2960126876.0,10000.0,8618.0,New Jersey,-74.78851,40.232021,Trenton,NJ,905 Carteret Ave
"['central_air', 'disability_features', 'fireplace', 'forced_air', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'vaulted_ceiling', 'groundscare']",sold,2023-10-27T14:30:10.000000Z,,1989.0,,2023-12-29,360000.0,2.0,,,,1605.0,2.0,condo,,1.0,2.0,2.0,condos,345000.0,9530887604.0,,,,,,,,,,False,2960928587.0,,8648.0,New Jersey,-74.7117,40.277725,Lawrenceville,NJ,808 Eagles Chase Dr
"['basement', 'rental_property', 'fixer_upper']",sold,2023-10-11T18:28:46.000000Z,,1911.0,,2023-12-29,240000.0,,,,6020.0,2156.0,,,,,,4.0,multi_family,239000.0,9025287554.0,,,,,False,,,,,False,2960448424.0,10000.0,8618.0,New Jersey,-74.783653,40.230289,Trenton,NJ,107 N Hermitage Ave
"['forced_air', 'basement', 'two_or_more_stories']",sold,2023-11-10T12:43:40.000000Z,,1836.0,,2023-12-28,100000.0,1.0,,,1019.0,1240.0,1.0,townhouse,,,2.0,2.0,townhomes,80000.0,5407388874.0,,,,,,,,,,False,2961519905.0,,8611.0,New Jersey,-74.759867,40.205393,Trenton,NJ,699 Lamberton St
"['central_air', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'open_floor_plan', 'floor_plan']",sold,2023-08-25T21:29:00.000000Z,,1910.0,,2023-12-28,280000.0,1.0,,1.0,2000.0,1280.0,2.0,,,1.0,2.0,3.0,single_family,269000.0,5506403780.0,,,,,False,,,,,False,2959100826.0,15500.0,8638.0,New Jersey,-74.747475,40.23888,Trenton,NJ,710 Spruce St
"['central_air', 'forced_air', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'fenced_yard', 'front_porch', 'groundscare']",sold,2023-10-12T23:52:28.000000Z,,1958.0,,2023-12-27,465000.0,1.0,,1.0,7701.0,1616.0,2.0,,,,3.0,3.0,single_family,459900.0,6411583038.0,,,,,,,,,,False,2960507204.0,,8610.0,New Jersey,-74.691609,40.199369,Hamilton,NJ,22 Kerr Dr
"['disability_features', 'basement', 'investment_opportunity']",sold,2023-10-18T17:12:55.000000Z,,1886.0,,2023-12-27,210000.0,,,,2484.0,2572.0,,,,,,4.0,multi_family,239000.0,9487351820.0,,,,,,,,,,False,2960655606.0,,8609.0,New Jersey,-74.751778,40.214935,Trenton,NJ,270 Hamilton Ave
"['forced_air', 'basement', 'two_or_more_stories', 'shopping']",sold,2023-09-13T00:09:12.000000Z,,1914.0,,2023-12-22,140000.0,1.0,,,1412.0,1101.0,1.0,,,,2.0,3.0,single_family,140000.0,5323600147.0,,,,,,,,,,False,2959611114.0,,8618.0,New Jersey,-74.762507,40.232703,Trenton,NJ,643 N Willow St
"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'gourmet_kitchen', 'wooded_land', 'ensuite', 'park', 'playground', 'trails', 'medicalcare', 'shopping']",sold,2023-09-07T03:57:33.000000Z,,2015.0,,2023-12-22,400000.0,2.0,,1.0,,1746.0,3.0,condo,,1.0,2.0,3.0,condos,400000.0,6033829304.0,,,,,,,,,,False,2959434870.0,,8619.0,New Jersey,-74.706671,40.212297,Hamilton,NJ,37 Ventana Ct
"['central_air', 'dining_room', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'vaulted_ceiling', 'open_floor_plan', 'floor_plan', 'ensuite', 'trails', 'lake', 'shopping']",sold,2023-08-16T13:55:53.000000Z,,2002.0,,2023-12-22,685000.0,2.0,,1.0,0.0,2116.0,3.0,townhouse,,1.0,2.0,3.0,townhomes,685000.0,5351747489.0,,,,,,,,,,False,2958757507.0,,8691.0,New Jersey,-74.630867,40.224963,Robbinsville,NJ,
"['community_outdoor_space', 'forced_air', 'hardwood_floors', 'basement', 'private_backyard']",sold,2023-10-18T22:18:02.000000Z,,1887.0,,2023-12-22,200000.0,1.0,,1.0,2614.0,1222.0,2.0,,,,,3.0,single_family,185000.0,5807760862.0,,,,,,,,,,False,2960669794.0,,8618.0,New Jersey,-74.770671,40.226058,Trenton,NJ,94 Bellevue Ave
"['disability_features', 'garage_1_or_more', 'garage_2_or_more', 'basement', 'two_or_more_stories', 'granite_kitchen', 'updated_kitchen', 'high_ceiling', 'rental_property', 'new_roof']",sold,2023-08-21T15:56:44.000000Z,,1900.0,,2023-12-22,359000.0,,,,,2349.0,,,,2.0,,6.0,multi_family,307000.0,5923209375.0,,,,,,,,,,False,2958900506.0,,8611.0,New Jersey,-74.74731,40.205608,Trenton,NJ,971 S Broad St
"['forced_air', 'basement', 'two_or_more_stories', 'granite_kitchen', 'updated_kitchen', 'big_yard', 'rental_property']",sold,2023-08-06T04:54:29.000000Z,,1925.0,,2023-12-21,295000.0,1.0,,,2461.0,1380.0,1.0,townhouse,,,3.0,4.0,townhomes,279900.0,5850675484.0,,,,,,,,,,False,2958423069.0,,8629.0,New Jersey,-74.727233,40.224596,Trenton,NJ,473 Lynwood Ave
"['central_air', 'dining_room', 'disability_features', 'fireplace', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'views']",sold,2023-10-04T21:18:08.000000Z,,2005.0,,2023-12-21,400000.0,3.0,,1.0,,,4.0,condo,,2.0,3.0,4.0,condos,375000.0,5451913604.0,,,,,,,,,,False,2960254305.0,,8611.0,New Jersey,-74.761574,40.217859,Trenton,NJ,51 Livingston St
"['basement', 'two_or_more_stories', 'rental_property', 'investment_opportunity']",sold,2023-09-08T12:50:48.000000Z,,,,2023-12-21,297000.0,2.0,,,,,2.0,,,,2.0,5.0,multi_family,250000.0,5328654220.0,,,,,,,,,,False,2959483565.0,,8618.0,New Jersey,-74.764465,40.230227,Trenton,NJ,46 New Rose St
"['basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch', 'fixer_upper']",sold,2023-11-14T01:03:13.000000Z,,1896.0,,2023-12-20,250000.0,2.0,,,4199.0,1904.0,2.0,,,2.0,3.0,4.0,single_family,250000.0,6011221536.0,,,,,,,,,,False,2961608841.0,,8629.0,New Jersey,-74.738061,40.215636,Trenton,NJ,891 Revere Ave
"['forced_air', 'basement', 'rental_property', 'investment_opportunity']",sold,2023-04-17T16:31:57.000000Z,,1892.0,,2023-12-18,221000.0,,,,2601.0,2745.0,,,,,,4.0,multi_family,225000.0,6303057429.0,,,,,,,,,,False,2954654823.0,,8618.0,New Jersey,-74.779889,40.227434,Trenton,NJ,490 W State St
"['basement', 'two_or_more_stories', 'big_bathroom']",sold,2023-10-16T04:13:54.000000Z,,1910.0,,2023-12-18,220000.0,2.0,,,1612.0,1358.0,2.0,townhouse,,,3.0,4.0,townhomes,230000.0,5157172037.0,,,,,,,,,,False,2960577546.0,,8611.0,New Jersey,-74.748668,40.204528,Trenton,NJ,225 Grand St
"['community_outdoor_space', 'basement', 'two_or_more_stories', 'fenced_yard', 'high_ceiling', 'investment_opportunity', 'new_roof', 'fixer_upper']",sold,2023-11-27T09:50:47.000000Z,,1897.0,,2023-12-18,153000.0,1.0,,,2178.0,1376.0,1.0,,,,3.0,3.0,single_family,140000.0,6996083937.0,,,,,,,,,,False,2961974384.0,,8611.0,New Jersey,-74.742237,40.205261,Trenton,NJ,1317 S Clinton Ave
"['forced_air', 'basement', 'two_or_more_stories', 'rental_property']",sold,2023-11-14T23:43:14.000000Z,,1891.0,,2023-12-16,120000.0,1.0,,1.0,1455.0,1320.0,2.0,townhouse,,,2.0,3.0,townhomes,120000.0,6976490367.0,,,,,False,,,,,False,2961677623.0,5000.0,8638.0,New Jersey,-74.749745,40.22803,Trenton,NJ,36 Tyrell Ave
"['forced_air', 'basement', 'two_or_more_stories']",sold,2023-11-21T01:55:56.000000Z,,1887.0,,2023-12-15,147000.0,1.0,,,1250.0,1128.0,1.0,townhouse,,,3.0,2.0,townhomes,147000.0,6031021123.0,,,,,,,,,,False,2961875094.0,,8618.0,New Jersey,-74.762017,40.23182,Trenton,NJ,21 Trent Ave
"['washer_dryer', 'basement', 'two_or_more_stories', 'private_backyard', 'rental_property', 'shopping']",sold,2023-06-23T19:40:15.000000Z,,2001.0,,2023-12-14,200000.0,1.0,,,2100.0,1296.0,1.0,townhouse,,,2.0,3.0,townhomes,209900.0,5436736919.0,,,,,False,,,,,False,2957026401.0,5100.0,8638.0,New Jersey,-74.750994,40.228146,Trenton,NJ,308 N Clinton Ave
"['central_air', 'forced_air', 'two_or_more_stories', 'garage_1_or_more', 'updated_kitchen', 'new_roof']",sold,2023-11-03T15:07:31.000000Z,,1961.0,,2023-12-13,345000.0,1.0,,1.0,5998.0,1064.0,2.0,,,1.0,2.0,2.0,single_family,325000.0,6407702122.0,,,,,,,,,,False,2961330663.0,,8620.0,New Jersey,-74.678456,40.18926,Hamilton,NJ,6 Hastings Rd
"['forced_air', 'washer_dryer', 'basement', 'two_or_more_stories']",sold,2023-10-16T04:13:54.000000Z,,1925.0,,2023-12-12,106000.0,1.0,,,1925.0,840.0,1.0,townhouse,,,2.0,3.0,townhomes,96000.0,6659718392.0,,,,,,,,,,False,2960577569.0,,8609.0,New Jersey,-74.742582,40.223132,Trenton,NJ,338 Tioga St
"['central_air', 'fireplace', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'cathedral_ceiling', 'new_roof', 'shopping']",sold,2023-10-08T04:12:19.000000Z,,2004.0,,2023-12-12,762000.0,2.0,,1.0,3615.0,2608.0,3.0,townhouse,,1.0,2.0,5.0,townhomes,699000.0,5005709764.0,,,,,,,,,,False,2960360832.0,,8691.0,New Jersey,-74.625743,40.220715,Robbinsville,NJ,134 Burnet Cres
"['community_outdoor_space', 'dining_room', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'granite_kitchen', 'modern_kitchen', 'open_kitchen', 'investment_opportunity', 'new_roof']",sold,2022-05-07T02:54:14.000000Z,,1932.0,,2023-12-11,275000.0,2.0,,1.0,3920.0,1960.0,3.0,,,2.0,2.0,5.0,multi_family,295000.0,9815633782.0,,,,,False,,,,,False,2942843875.0,15000.0,8618.0,New Jersey,,,Trenton,NJ,848 Calhoun Unit 3
,sold,2023-09-08T19:14:12.000000Z,,,,2023-12-11,90000.0,,,,4291.0,,0.0,,,,,,land,99000.0,9002148455.0,,,,,,,,,,False,2959504006.0,,8618.0,New Jersey,-74.783066,40.225716,Trenton,NJ,474 Riverside Ave
"['central_air', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'shopping']",sold,2023-09-18T21:09:14.000000Z,,1992.0,,2023-12-08,497000.0,2.0,,,12000.0,1680.0,2.0,,,1.0,2.0,5.0,single_family,490000.0,6273943281.0,,,,,False,,,,,False,2959779127.0,9999.0,8620.0,New Jersey,-74.667273,40.172509,Hamilton,NJ,7 Zelley Ave
"['dishwasher', 'washer_dryer', 'basement', 'two_or_more_stories', 'efficient', 'new_roof', 'clubhouse', 'golf_course', 'shopping']",sold,2023-08-15T12:19:33.000000Z,,1929.0,,2023-12-08,300000.0,1.0,,1.0,3960.0,1496.0,2.0,,,,2.0,3.0,single_family,285000.0,5406788767.0,,,,,,,,,,False,2958671580.0,,8618.0,New Jersey,-74.81045,40.241187,Trenton,NJ,66 Abernethy Dr
"['dining_room', 'dishwasher', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'shopping']",sold,2023-09-22T14:15:40.000000Z,,1920.0,,2023-12-07,220000.0,1.0,,,2000.0,,1.0,townhouse,,,2.0,3.0,duplex_triplex,213000.0,5987805225.0,,,,,,,,,,False,2959901317.0,,8629.0,New Jersey,-74.737875,40.216277,Trenton,NJ,862 Revere Ave
"['basement', 'two_or_more_stories', 'rental_property']",sold,2023-08-12T20:47:25.000000Z,,1945.0,,2023-12-07,245000.0,1.0,,1.0,2750.0,1826.0,2.0,townhouse,,,2.0,3.0,townhomes,225000.0,9397126766.0,,,,,False,,,,,False,2958624918.0,20000.0,8618.0,New Jersey,-74.771446,40.230026,Trenton,NJ,370-372 Reservoir St
